Kode Item,Deskripsi,Presence Count,H_norm,Max Share,Wilayah Dominan,Label
400028907,CANSON MOULIN DU ROY 12S 24X32 CP 300G,3,0.8833,0.5125,Jakarta Timur,Regional
400028908,CANSON MOULIN DU ROY 12S 24X32 HP 300G,3,0.9366,0.4468,Jakarta Timur,Regional
400028909,CANSON MOULIN DU ROY 12S 24X32 RG 300G,3,0.9190,0.5333,Jakarta Utara,Regional
400035912,"CANSON MONTVAL COLOR A3 AQ CP 220G, 5 SHEET/PACK",3,0.5162,0.8125,Jakarta Utara,Regional
400039086,CANSON XL BLACK 40S A4 150G,3,0.8699,0.5714,Jakarta Timur,Regional
400039087,LYRA GRADUATE ACQUARELL METAL BOX 36 COLS,3,0.5817,0.8000,Jakarta Timur,Regional
400039088,CANSON XL DRAWING 50S A4 160G,3,0.9614,0.4510,Jakarta Timur,Regional
400039089,CANSON XL DRAWING 50S A3 160G,3,0.7824,0.4872,Jakarta Timur,Regional
400039170,CANSON XL AQUARELLE 30S A4 300G,3,0.9539,0.4677,Jakarta Timur,Regional
400039171,CANSON XL AQUARELLE 30S A3 300G,3,0.9860,0.3793,Jakarta Timur,Regional
400039172,"CANSON ""C"" a GRAIN 30S A4 125G",3,0.9576,0.4486,Jakarta Timur,Regional
400039173,CANSON XL BRISTOL 50S A3 180G,3,0.8927,0.5286,Jakarta Utara,Regional
400060600,"CANSON ""C"" a GRAIN 30S A4 224G",3,0.8069,0.5254,Jakarta Timur,Regional
400065866,"CANSON MONTVAL A6 200G, 10 sheet/pak",3,0.8282,0.5714,Jakarta Utara,Regional
4410001,LYRA CHALK MARKER WHITE ROUND TIP,3,0.6452,0.7273,Jakarta Timur,Regional
4411040,LYRA CHALCK MARKER ASSRTD COLOR ROUND TIP,3,0.7897,0.6667,Jakarta Timur,Regional
442000,"GIOTTO DECOR WAX CRAYON BLOCK, 12 COLS.",3,0.7363,0.5918,Jakarta Pusat,Regional
4420001,LYRA CHALK MARKER WHITE CHISEL TIP,3,0.7766,0.6000,Jakarta Timur,Regional
452900,"GIOTTO METALLIC MULTISURFACES FIBRE PENS, 5 COLS",3,0.9938,0.3810,Jakarta Pusat,Regional
453400,"GIOTTO MULTISURFACES FIBRE PENS, 12 COLS",3,0.7452,0.6452,Jakarta Pusat,Regional
45930001011E,Simply AC G Taklon SH Brush Set 5pc #1,3,0.9464,0.5000,Jakarta Utara,Regional
534001,"GIOTTO ACRYLIC PAINT BOTTLE 250 ML, WHITE",3,0.8937,0.5672,Jakarta Pusat,Regional
534002,"GIOTTO ACRYLIC PAINT BOTTLE 250 ML, YELLOW",3,0.7976,0.6522,Jakarta Pusat,Regional
534008,"GIOTTO ACRYLIC PAINT BOTTLE 250 ML, RED",3,0.7375,0.7031,Jakarta Pusat,Regional
534012,"GIOTTO ACRYLIC PAINT BOTTLE 250 ML, GREEN",3,0.7393,0.6591,Jakarta Pusat,Regional
534015,"GIOTTO ACRYLIC PAINT BOTTLE 250 ML, CYAN",3,0.7677,0.6833,Jakarta Pusat,Regional
534024,"GIOTTO ACRYLIC PAINT BOTTLE 250 ML, BLACK",3,0.8953,0.5600,Jakarta Pusat,Regional
535200,GIOTTO WATER COLOR CAKE 12 COLS,3,0.4039,0.8824,Jakarta Pusat,Regional
535511,"GIOTTO SCHOOL PAINT 1000 ML, CINNAB GREEN",3,0.8501,0.5354,Jakarta Pusat,Regional
539000,"GIOTTO BLACKBOARD CHALK BOX 100 PCS, ASSRTD COLS.",3,0.9442,0.4627,Jakarta Pusat,Regional
540300,GIOTTO GLUE STICK 40G,3,0.7897,0.6667,Jakarta Utara,Regional
550100,GIOTTO ARTBRUSH SERIE 400 ROUND #01,3,0.8024,0.5000,Jakarta Utara,Regional
550200,GIOTTO ARTBRUSH SERIE 400 ROUND #02,3,0.8587,0.5000,Jakarta Selatan,Regional
550300,GIOTTO ARTBRUSH SERIE 400 ROUND #03,3,0.7974,0.5714,Jakarta Utara,Regional
550400,GIOTTO ARTBRUSH SERIE 400 ROUND #04,3,0.8080,0.5833,Jakarta Utara,Regional
550500,GIOTTO ARTBRUSH SERIE 400 ROUND #05,3,0.8080,0.5833,Jakarta Utara,Regional
550600,GIOTTO ARTBRUSH SERIE 400 ROUND #06,3,0.8175,0.5385,Jakarta Utara,Regional
550700,GIOTTO ARTBRUSH SERIE 400 ROUND #07,3,0.8528,0.5556,Jakarta Utara,Regional
550800,GIOTTO ARTBRUSH SERIE 400 ROUND #08,3,0.8080,0.5833,Jakarta Utara,Regional
551000,GIOTTO ARTBRUSH SERIE 400 ROUND #10,3,0.7298,0.7000,Jakarta Utara,Regional
551100,GIOTTO ARTBRUSH SERIE 400 ROUND #11,3,0.7828,0.6364,Jakarta Utara,Regional
551200,GIOTTO ARTBRUSH SERIE 400 ROUND #12,3,0.8176,0.5000,Jakarta Utara,Regional
551400,GIOTTO ARTBRUSH SERIE 400 ROUND #14,3,0.8173,0.6000,Jakarta Utara,Regional
5651240,LYRA POLYCRAYON ARTIST STICK SOFT/ 24 COLS,3,0.8581,0.5263,Jakarta Pusat,Regional
570000,GIOTTO ARTBRUSH SERIE 577 FLAT #00,3,0.8080,0.5833,Jakarta Utara,Regional
570200,GIOTTO ARTBRUSH SERIE 557 FLAT #02,3,0.7974,0.5714,Jakarta Utara,Regional
570400,GIOTTO ARTBRUSH SERIE 557 FLAT #04,3,0.8080,0.5833,Jakarta Utara,Regional
570600,GIOTTO ARTBRUSH SERIE 557 FLAT #06,3,0.7817,0.6154,Jakarta Utara,Regional
570800,GIOTTO ARTBRUSH SERIE 557 FLAT #08,3,0.8360,0.5000,Jakarta Selatan,Regional
571000,GIOTTO ARTBRUSH SERIE 557 FLAT #10,3,0.6567,0.7500,Jakarta Utara,Regional
571200,GIOTTO ARTBRUSH SERIE 557 FLAT #12,3,0.7766,0.6000,Jakarta Utara,Regional
571400,GIOTTO ARTBRUSH SERIE 557 FLAT #14,3,0.8080,0.5833,Jakarta Utara,Regional
571600,GIOTTO ARTBRUSH SERIE 557 FLAT #16,3,0.7789,0.5000,Jakarta Utara,Regional
590000,GIOTTO ARTBRUSH SERIE 700 ROUND #0,3,0.8699,0.5714,Jakarta Utara,Regional
590100,GIOTTO ARTBRUSH SERIE 700 ROUND #01,3,0.9206,0.5000,Jakarta Selatan,Regional
590200,GIOTTO ARTBRUSH SERIE 700 ROUND #02,3,0.7897,0.6667,Jakarta Utara,Regional
590300,GIOTTO ARTBRUSH SERIE 700 ROUND #03,3,0.8699,0.5714,Jakarta Utara,Regional
590400,GIOTTO ARTBRUSH SERIE 700 ROUND #04,3,0.7248,0.7143,Jakarta Utara,Regional
590500,GIOTTO ARTBRUSH SERIE 700 ROUND #05,3,0.7897,0.6667,Jakarta Utara,Regional
590600,GIOTTO ARTBRUSH SERIE 700 ROUND #06,3,0.8194,0.6250,Jakarta Utara,Regional
590800,GIOTTO ARTBRUSH SERIE 700 ROUND #08,3,0.8699,0.5714,Jakarta Utara,Regional
591000,GIOTTO ARTBRUSH SERIE 700 ROUND #10,3,0.8194,0.6250,Jakarta Utara,Regional
591200,GIOTTO ARTBRUSH SERIE 700 ROUND #12,3,0.8194,0.6250,Jakarta Utara,Regional
603201032,Fw Pearlescent 29.5ml Black,3,0.7766,0.6000,Jakarta Pusat,Regional
603201110,Fw Pearlescent 29.5ml Bell Bronze,3,0.9938,0.3810,Jakarta Timur,Regional
603201111,Fw Pearlescent 29.5ml Birdwing Copper,3,0.9656,0.4444,Jakarta Timur,Regional
603201112,Fw Pearlescent 29.5ml Galactic Blue,3,0.6254,0.7692,Jakarta Pusat,Regional
603201113,GIOTTO DECOR ACRYLIC 25 ML MAGENTA,3,0.8699,0.5714,Jakarta Pusat,Regional
603201114,Fw Pearlescent 29.5ml Hot Mama Red,3,1.0000,0.3333,"Jakarta Pusat, Jakarta Timur, Jakarta Utara",Regional
603201115,Fw Pearlescent 29.5ml Macaw Green,3,0.9821,0.4286,Jakarta Pusat,Regional
603201116,Fw Pearlescent 29.5ml Moon Violet,3,0.8031,0.5333,Jakarta Pusat,Regional
603201117,Fw Pearlescent 29.5ml Mazuma Gold,3,0.7671,0.6818,Jakarta Pusat,Regional
603201118,Fw Pearlescent 29.5ml Platinum Pink,3,0.9432,0.4545,Jakarta Timur,Regional
603201122,Fw Pearlescent 29.5ml Sun-Up Blue,3,0.8292,0.4615,"Jakarta Pusat, Jakarta Timur",Regional
603201126,Fw Pearlescent 29.5ml Autumn Gold,3,0.9450,0.5000,Jakarta Pusat,Regional
603201127,Fw Pearlescent 29.5ml Dutch Blue,3,0.9464,0.5000,Jakarta Pusat,Regional
603201128,LYRA AQUA BRUSH DUO TRUE BLUE,3,0.9656,0.4444,Jakarta Pusat,Regional
603201130,Fw Pearlescent 29.5ml Sky Blue,3,0.8528,0.5556,Jakarta Timur,Regional
6521060,LYRA AQUA BRUSH DUO PRIMARY SET,3,0.9025,0.5556,Jakarta Timur,Regional
6521061,LYRA AQUA BRUSH DUO PASTEL TONES SET,3,0.8721,0.5897,Jakarta Timur,Regional
6521062,LYRA AQUA BRUSH DUO SKIN TONES SET,3,0.9596,0.4655,Jakarta Pusat,Regional
6521063,LYRA AQUA BRUSH DUO GREY TONES SET,3,0.8852,0.5789,Jakarta Timur,Regional
6521120,LYRA AQUA BRUSH SET 12 COLS,3,0.9539,0.4865,Jakarta Pusat,Regional
67800,SUPERVERNIDAS 33ml.,3,0.8261,0.6364,Jakarta Pusat,Regional
72100,GIOTTO TURBO COLOR W/ WALLET 24 COLS,3,0.9136,0.5385,Jakarta Pusat,Regional
7301150,LYRA SHARPENER GROOVE SINGLE HOLE,3,0.6924,0.5800,Jakarta Pusat,Regional
7311250,LYRA GROOVE TWIN HOLE SHARPENER,3,0.7652,0.5303,Jakarta Pusat,Regional
7321660,8866 LYRA SHARPENING MACHINE,3,0.9717,0.4286,Jakarta Timur,Regional
9210-290,LYRA-SKETCH BOOK A3 W/ 30 PAGES,3,0.9912,0.4000,Jakarta Pusat,Regional
9211-250,LYRA-REFILL SKETCH BOOK A5 30 SHT,3,0.9019,0.4667,Jakarta Pusat,Regional
9211-290,LYRA-REFILL SKETCH BOOK A3 30 SHT,3,1.0000,0.3333,"Jakarta Pusat, Jakarta Selatan, Jakarta Utara",Regional
100516108,"CANSON ART BOOK MIX MEDIA 40S 14x21,6 224G",2,0.5436,0.8750,Jakarta Timur,Regional
100720019,CANSON HERITAGE 12S 26X36 RG 300G,2,0.8113,0.7500,Jakarta Timur,Regional
1070500,LYRA MECHANICAL PENCIL 0.5MM,2,0.9774,0.5882,Jakarta Utara,Regional
1070700,LYRA MECHANICAL PENCIL 0.7MM,2,0.9887,0.5625,Jakarta Utara,Regional
1070900,LYRA MECHANICAL PENCIL 0.9MM,2,0.9760,0.5909,Jakarta Utara,Regional
1110100,669 HB LYRA-GRAPHITE PENCIL ART DESIGN HB,2,0.4395,0.9091,Jakarta Timur,Regional
1110101,669 B LYRA-GRAPHITE PENCIL ART DESIGN B,2,1.0000,0.5000,"Jakarta Timur, Jakarta Utara",Regional
1110103,Simply Acrylic 75ml Sl Black,2,0.9940,0.5455,Jakarta Utara,Regional
1110104,669 4B LYRA-GRAPHITE PENCIL ART DESIGN 4B,2,0.9968,0.5333,Jakarta Utara,Regional
1110105,669 5B LYRA-GRAPHITE PENCIL ART DESIGN 5B,2,1.0000,0.5000,"Jakarta Timur, Jakarta Utara",Regional
1110107,669 7B LYRA GRAPHITE PENCIL ART DESIGN 7B,2,1.0000,0.5000,"Jakarta Timur, Jakarta Utara",Regional
1110111,669 H LYRA-GRAPHITE PENCIL ART DESIGN H,2,0.9852,0.5714,Jakarta Utara,Regional
1110112,669 2H LYRA-GRAPHITE PENCIL ART DESIGN 2H,2,0.6500,0.8333,Jakarta Utara,Regional
1110113,669 3H LYRA-GRAPHITE PENCIL ART DESIGN 3H,2,1.0000,0.5000,"Jakarta Timur, Jakarta Utara",Regional
1110114,669 4H LYRA-GRAPHITE PENCIL ART DESIGN 4H,2,1.0000,0.5000,"Jakarta Timur, Jakarta Utara",Regional
1110116,669 6H LYRA-GRAPHITE PENCIL ART DESIGN 6H,2,0.8113,0.7500,Jakarta Utara,Regional
111014009,Georgian Oil 38ml Titanium White,2,0.9544,0.6250,Jakarta Pusat,Regional
111014034,Georgian Oil 38ml Ivory Black,2,0.8454,0.7273,Jakarta Timur,Regional
111014123,Georgian Oil 38ml French Ultramarine,2,0.9183,0.6667,Jakarta Pusat,Regional
111014137,Georgian Oil 38ml Permanent Blue,2,0.9710,0.6000,Jakarta Pusat,Regional
111014221,Georgian Oil 38ml Burnt Sienna,2,0.9612,0.6154,Jakarta Pusat,Regional
111014247,Georgian Oil 38ml Raw Umber,2,0.9799,0.5833,Jakarta Timur,Regional
111014375,Georgian Oil 38ml Sap Green,2,0.6500,0.8333,Jakarta Pusat,Regional
111014503,Georgian Oil 38ml Cadmium Red,2,0.7425,0.7895,Jakarta Pusat,Regional
111014515,"GIOTTO SCHOOL PAINT 1000 ML, GREEN",2,0.9710,0.6000,Jakarta Pusat,Regional
111014531,Georgian Oil 38ml Brilliant Rose,2,0.9852,0.5714,Jakarta Pusat,Regional
111014577,Georgian Oil 38ml Flesh Tint,2,0.7496,0.7857,Jakarta Pusat,Regional
111014651,Georgian Oil 38ml Lemon Yellow,2,0.6343,0.8400,Jakarta Pusat,Regional
111014663,Georgian Oil 38ml Yellow Ochre,2,0.9544,0.6250,Jakarta Pusat,Regional
1111120,6690M12 LYRA-12 ART DESIGN PENCILS,2,0.9341,0.6500,Jakarta Pusat,Regional
111900650,Georgian Oil 10x38ml Selection Set,2,0.9183,0.6667,Jakarta Pusat,Regional
114007014,Daler-Rowney 75ml Purified Linseed Oil,2,0.6194,0.8462,Jakarta Timur,Regional
114007024,Daler-Rowney 75ml Low Odour Thinner,2,0.8631,0.7143,Jakarta Timur,Regional
114170000,150ml Aero Perfix Ap2 L36,2,0.9183,0.6667,Jakarta Utara,Regional
114250030,Daler-Rowney 250ml Oil Brush Cleaner,2,0.5436,0.8750,Jakarta Pusat,Regional
114280000,400ml Aero Perfix Ap4 L36,2,0.9928,0.5500,Jakarta Timur,Regional
114501800,Daler-Rowney 500ml Picture Varnish,2,1.0000,0.5000,"Jakarta Pusat, Jakarta Utara",Regional
126750011,Simply Acrylic 750ml White,2,0.8113,0.7500,Jakarta Pusat,Regional
126750663,Simply Acrylic 750ml Yellow Ochre,2,0.8631,0.7143,Jakarta Pusat,Regional
126975011,Simply Acrylic 75ml Sl White,2,0.8905,0.6923,Jakarta Timur,Regional
126975702,Simply Acrylic 75ml Sl Silver,2,0.9183,0.6667,Jakarta Timur,Regional
128500015,Daler-Rowney 500ml Impasto Gel Gloss,2,0.4690,0.9000,Jakarta Timur,Regional
129150663,LYRA GRADUATE METAL BOX 36 COLS,2,0.7219,0.8000,Jakarta Timur,Regional
129150667,LYRA GRADUATE METAL BOX 12 COLS,2,0.9183,0.6667,Jakarta Timur,Regional
131900001,AQUAFINE TRAVEL SET,2,0.6840,0.8182,Jakarta Pusat,Regional
131900910,Aquafine Mini Travel Tin,2,0.9183,0.6667,Jakarta Utara,Regional
134500000,Fw Ink 29.5ml Silver Imit,2,0.8113,0.7500,Jakarta Timur,Regional
134500006,Simply Watercolour 6x12ml Set,2,0.9710,0.6000,Jakarta Timur,Regional
157700012,Simply Willow Charcoal,2,0.2975,0.9474,Jakarta Pusat,Regional
160029119,Fw Ink 29.5ml Rowney Blue,2,0.9710,0.6000,Jakarta Pusat,Regional
160029120,Fw Ink 29.5ml Process Cyan,2,0.7219,0.8000,Jakarta Pusat,Regional
160029127,Fw Ink 29.5ml Indigo,2,0.9367,0.6471,Jakarta Pusat,Regional
160029222,Fw Ink 29.5ml Antelope Brown,2,0.9495,0.6316,Jakarta Pusat,Regional
160029223,Fw Ink 29.5ml Burnt Umber,2,0.9284,0.6562,Jakarta Pusat,Regional
160029251,Fw Ink 29.5ml Sepia,2,0.4489,0.9062,Jakarta Pusat,Regional
160029335,Fw Ink 29.5ml Emerald Green,2,0.9544,0.6250,Jakarta Pusat,Regional
160029348,Fw Ink 29.5ml Light Green,2,0.9968,0.5333,Jakarta Pusat,Regional
160029363,Fw Ink 29.5ml Olive Green,2,0.9024,0.6818,Jakarta Pusat,Regional
160029375,Fw Ink 29.5ml Sap Green,2,0.8740,0.7059,Jakarta Pusat,Regional
160029412,60200 LYRA REMBRANDT SPLENDER,2,0.7088,0.8065,Jakarta Pusat,Regional
160029643,GIOTTO OLIO JUMBO OIL PASTELS 48 COLS,2,0.9710,0.6000,Jakarta Pusat,Regional
160029663,Fw Ink 29.5ml Yellow Ochre,2,0.9183,0.6667,Jakarta Pusat,Regional
160029667,Fw Ink 29.5ml Raw Sienna,2,0.9457,0.6364,Jakarta Pusat,Regional
160029675,Fw Ink 29.5ml Process Yellow,2,0.9852,0.5714,Jakarta Pusat,Regional
160029702,Fw Ink 29.5ml Silver Imit,2,0.8813,0.7000,Jakarta Pusat,Regional
160029713,Fw Ink 29.5ml Shimmering Red,2,0.9710,0.6000,Jakarta Utara,Regional
160029714,Fw Ink 29.5ml Shimmering Green,2,0.9710,0.6000,Jakarta Utara,Regional
160320101,FW MARKER SET 2XSM TECHN+NIBS,2,0.9975,0.5294,Jakarta Timur,Regional
160320104,FW MARKER SET 2XSM 1-3MMCH+NBS,2,0.8113,0.7500,Jakarta Timur,Regional
163302,DIXON PHANO CHINA MARKER RED,2,1.0000,0.5000,"Jakarta Pusat, Jakarta Timur",Regional
163303,DIXON PHANO CHINA MARKER BLUE,2,0.9877,0.5652,Jakarta Timur,Regional
163305,DIXON PHANO CHINA MARKER YELLOW,2,0.9710,0.6000,Jakarta Pusat,Regional
163318,DIXON PHANO CHINA MARKER GREEN,2,0.9710,0.6000,Jakarta Pusat,Regional
1763480,LYRA GROOVE SLIM GRAPHITE SET 48 PCS,2,0.6343,0.8400,Jakarta Pusat,Regional
200001282,CANSON XL MIX MEDIA 30S A3 300G,2,0.5226,0.8824,Jakarta Utara,Regional
200005425,CANSON MITEINTES TOUCH 12S A3 350G ASS COLOUR,2,0.8813,0.7000,Jakarta Timur,Regional
200006457,"DAS MODELLING MATERIALS, WHITE 1000G",2,0.7219,0.8000,Jakarta Pusat,Regional
200006458,"CANSON UNIVERSAL ART BOOK 112S 27,9x35,6 96G",2,0.8113,0.7500,Jakarta Utara,Regional
2000200,60200 LYRA REMBRANDT SPLENDER,2,0.7063,0.8077,Jakarta Pusat,Regional
200021121,"CANSON ""C""a GRAIN A4 224G",2,0.9183,0.6667,Jakarta Timur,Regional
2001123,2611M12 LYRA-ART SPECIAL TIN BOX 12 ASSRT.,2,1.0000,0.5000,"Jakarta Pusat, Jakarta Utara",Regional
2001240,"2600M24 LYRA-POLYCOLOR PENCILS,TIN BOX 24 ASSRT.",2,0.8384,0.7321,Jakarta Pusat,Regional
200297233,CANSON MARKER 70S A3 70G,2,0.3228,0.9412,Jakarta Utara,Regional
200377111,CANSON BLACK 20S A4 240G,2,0.9544,0.6250,Jakarta Timur,Regional
200377112,CANSON BLACK 20S A3 240G,2,0.9975,0.5294,Jakarta Timur,Regional
200451120,CANSON BRISTOL A4 250G,2,0.6500,0.8333,Jakarta Timur,Regional
200757201,CANSON ILLUSTARTION 12S A3 250G,2,0.9852,0.5714,Jakarta Timur,Regional
200777128,CANSON XL RECYCLED 50S A4 160G,2,0.7871,0.7647,Jakarta Timur,Regional
200777607,CANSON FIELD DRAWING BOOK 90S 18x25 96G,2,0.9183,0.6667,Jakarta Timur,Regional
200801504,CANSON ACRYLIC 50X65 400G,2,0.6500,0.8333,Jakarta Timur,Regional
200802100,CANSON MONTVAL 152X1000 CP 185G,2,0.2762,0.9524,Jakarta Pusat,Regional
200807412,CANSON ACRYLIC 50S 24X32 400G,2,0.9183,0.6667,Jakarta Pusat,Regional
200807413,CANSON ACRYLIC 50S 32X41 400G,2,0.9183,0.6667,Jakarta Timur,Regional
200857222,LYRA POLYCRAYON ARTIST STICK SOFT /12 COLS,2,0.6024,0.8529,Jakarta Timur,Regional
200857230,CANSON FIGUERAS 10S 50X65 290G,2,0.7219,0.8000,Jakarta Timur,Regional
2011120,2700M12 LYRA COLOUR PENCIL REMBRANDT 12,2,0.7642,0.7778,Jakarta Pusat,Regional
2011200,LYRA ARTIST PENCIL PURE SPLENDER,2,0.9799,0.5833,Jakarta Utara,Regional
2011240,2700M24 LYRA-REMBRANT AQUARELL TIN BOX/24 ASSRT.,2,0.5436,0.8750,Jakarta Pusat,Regional
2011360,2700M36 LYRA REMBRANDT AQUARELL/36 ASST.,2,0.5033,0.8889,Jakarta Pusat,Regional
2034002,"306/2 LYRA-CARBON PENCIL,CHARCOAL,GREESE FREE",2,0.8113,0.7500,Jakarta Utara,Regional
2034003,"306/3 LYRA-CARBON PENCIL,CHARCOAL,GREESE FREE",2,0.8631,0.7143,Jakarta Utara,Regional
2035001,308/1 LYRA-CARB.CHARC.SPEC.DRAWING PC.BLACK/G.,2,0.5436,0.8750,Jakarta Utara,Regional
2035003,308/3 LYRA-CARB.CHARC.SPEC.DRAWING PC BLACK/G.,2,0.4690,0.9000,Jakarta Utara,Regional
2035004,308/4 LYRA-CARB.CHARC.SPEC.DRAWING PC BLACK/G.,2,0.9183,0.6667,Jakarta Utara,Regional
2035005,308/5 LYRA-CARB.CHARC.SPEC.DRAWING PC BLACK/G.,2,0.9183,0.6667,Jakarta Utara,Regional
2037001,309/W LYRA-CHARCOAL PENCILS SOFT,2,1.0000,0.5000,"Jakarta Timur, Jakarta Utara",Regional
2037002,309/M LYRA-CHARCOAL PENCILS MEDIUM,2,0.9710,0.6000,Jakarta Utara,Regional
2037003,309/H LYRA-CHARCOAL PENCILS HARD,2,0.9710,0.6000,Jakarta Timur,Regional
2039108,Georgian Oil 225ml Vandyke Brown Hue,2,0.7219,0.8000,Jakarta Timur,Regional
204121180,CANSON 1557 JA 50X65 200G,2,1.0000,0.5000,"Jakarta Pusat, Jakarta Utara",Regional
204127408,CANSON 1557-JA SKETCH 50S A4 120G,2,0.9751,0.5926,Jakarta Timur,Regional
204127409,CANSON 1557-JA SKETCH 50S A3 120G,2,0.9988,0.5200,Jakarta Timur,Regional
2051120,LYRA REMBRANDT ART SPECIAL SET,2,0.7642,0.7778,Jakarta Timur,Regional
2057902,LYRA REMBRANDT CARBON EXTRA DARK 2B,2,0.9710,0.6000,Jakarta Utara,Regional
2081500,373R00 LYRA ART BRUSH ROUND #00,2,0.9656,0.6087,Jakarta Timur,Regional
2081501,"373R01 LYRA ART BRUSH, ROUND #01",2,0.9911,0.5556,Jakarta Utara,Regional
2081502,806096 LYRA MODELLING CLAY 500GR GREY,2,0.9641,0.6111,Jakarta Utara,Regional
2081503,"2610M12 LYRA-POLYCOL.PENCILS,TIN BOX/12ASST.GREY",2,0.9957,0.5385,Jakarta Utara,Regional
2081504,373R04 LYRA-ART BRUSH ROUND #04,2,0.9957,0.5385,Jakarta Utara,Regional
2081505,"373R05 LYRA ART BRUSH, ROUND #05",2,0.9940,0.5455,Jakarta Timur,Regional
2081506,373R06 LYRA-ART BRUSH ROUND #06,2,0.9940,0.5455,Jakarta Timur,Regional
2081507,"373R07 LYRA ART BRUSH, ROUND #07",2,0.9710,0.6000,Jakarta Timur,Regional
2081508,373R08 LYRA-ART BRUSH ROUND #08,2,0.9940,0.5455,Jakarta Utara,Regional
2081509,"373R09 LYRA ART BRUSH, ROUND #09",2,0.9710,0.6000,Jakarta Utara,Regional
2081510,373R10 LYRA-ART BRUSH ROUND #10,2,0.6500,0.8333,Jakarta Utara,Regional
2081512,373R12 LYRA-ART BRUSH ROUND #12,2,0.9183,0.6667,Jakarta Utara,Regional
2081602,373F02 LYRA-ART BRUSH FLAT #02,2,0.8454,0.7273,Jakarta Utara,Regional
2081604,373F04 LYRA-ART BRUSH FLAT #04,2,0.9457,0.6364,Jakarta Utara,Regional
2081606,373F06 LYRA-ART BRUSH FLAT #06,2,0.9911,0.5556,Jakarta Utara,Regional
2081608,373F08 LYRA-ART BRUSH FLAT #08,2,0.9968,0.5333,Jakarta Utara,Regional
2081609,373F09 LYRA-ART BRUSH FLAT #09,2,0.8905,0.6923,Jakarta Utara,Regional
2081610,301 LYRA-CARBON CHALK LIGHT RED W/O FAT,2,1.0000,0.5000,"Jakarta Timur, Jakarta Utara",Regional
2081614,373F14 LYRA-ART BRUSH FLAT #14,2,0.6840,0.8182,Jakarta Utara,Regional
2091505,505 LYRA-ERASING KNIFE W / WOOD HANDLE,2,0.9183,0.6667,Jakarta Timur,Regional
2091507,507 LYRA-SANDPAPER BLOCK,2,0.7793,0.7692,Jakarta Pusat,Regional
212121075,GRADUATE ONE STROKE 3/4,2,0.5033,0.8889,Jakarta Timur,Regional
212130001,GRADUATE DK TP SYN RIGGER 1,2,0.2975,0.9474,Jakarta Timur,Regional
212130002,GRADUATE DK TP SYN RIGGER 2,2,0.5436,0.8750,Jakarta Timur,Regional
212130003,GRADUATE DK TP SYN RIGGER 3,2,0.5436,0.8750,Jakarta Timur,Regional
212147004,GRADUATE FAN BLENDER 4,2,0.5436,0.8750,Jakarta Timur,Regional
212157025,GRADUATE ANGLE SHADER 1/4,2,0.8905,0.6923,Jakarta Timur,Regional
212157050,GRADUATE ANGLE SHADER 1/2,2,0.8454,0.7273,Jakarta Timur,Regional
212167002,GRADUATE FILBERT 2,2,0.6500,0.8333,Jakarta Utara,Regional
212167006,GRADUATE FILBERT 6,2,0.9183,0.6667,Jakarta Utara,Regional
212181090,GRADUATE SPOTTER 10/0,2,0.5436,0.8750,Jakarta Timur,Regional
212185001,GRADUATE ROUND 1,2,0.7219,0.8000,Jakarta Timur,Regional
212185004,GRADUATE ROUND 4,2,0.9710,0.6000,Jakarta Timur,Regional
212185006,GRADUATE ROUND 6,2,0.7219,0.8000,Jakarta Timur,Regional
212185010,GRADUATE ROUND 10,2,0.8113,0.7500,Jakarta Timur,Regional
212185012,GRADUATE ROUND 12,2,0.9710,0.6000,Jakarta Timur,Regional
212188075,"GRADUATE BLK GOAT RND MOP 3/4""",2,0.7025,0.8095,Jakarta Timur,Regional
212188100,302 LYRA-CARBON CHALK SEPIA LIGHT,2,0.9544,0.6250,Jakarta Timur,Regional
212189018,GRADUATE PONY/DK TP SYN RND WSH 18,2,1.0000,0.5000,"Jakarta Timur, Jakarta Utara",Regional
212189026,Fw Ink 29.5ml Paynes Grey,2,0.9183,0.6667,Jakarta Utara,Regional
212189030,Fw Ink 29.5ml Fluorescent Blue,2,0.9183,0.6667,Jakarta Utara,Regional
212500110,GRADUATE BRUSH ZIP CASE 10 BRUSHES LH,2,1.0000,0.5000,"Jakarta Timur, Jakarta Utara",Regional
212530001,GRADUATE 3 BRUSH SYN COMB SET,2,0.7219,0.8000,Jakarta Pusat,Regional
212530005,GRADUATE 3 BRUSH NAT & SYN WC SET,2,0.8113,0.7500,Jakarta Pusat,Regional
212530006,GRADUATE 3 BRUSH SYN & BRIST SET,2,0.9183,0.6667,Jakarta Pusat,Regional
212530007,GRADUATE 3 BRUSH SYN ROUND SET,2,1.0000,0.5000,"Jakarta Pusat, Jakarta Utara",Regional
212530009,GRADUATE 3 BRUSH SYN WC SET,2,0.9183,0.6667,Jakarta Pusat,Regional
212531001,GRADUATE 3 BRUSH SYN LH SET,2,0.9710,0.6000,Jakarta Pusat,Regional
212531002,GRADUATE 3 BRUSH BRIST LH SET,2,0.8113,0.7500,Jakarta Pusat,Regional
212540006,GRADUATE 4 BRUSH SYN SHADERS SET,2,0.7642,0.7778,Jakarta Pusat,Regional
212540007,GRADUATE 4 BRUSH SYN DETAIL SET,2,1.0000,0.5000,"Jakarta Pusat, Jakarta Utara",Regional
