Kode Item,Deskripsi,Presence Count,H_norm,Max Share,Wilayah Dominan,Label
212540009,GRADUATE 4 BRUSH SYN WC SET,2,0.9710,0.6000,Jakarta Pusat,Regional
212540010,GRADUATE 4 BRUSH NAT & SYN WC SET,2,0.9940,0.5455,Jakarta Pusat,Regional
212541001,GRADUATE 4 BRUSH SYN LH SET,2,0.7642,0.7778,Jakarta Pusat,Regional
212541002,GRADUATE 4 BRUSH BRISTLE LH SET,2,0.7219,0.8000,Jakarta Pusat,Regional
212550001,GRADUATE 5 BRUSH SYN CLASSIC SET,2,0.6500,0.8333,Jakarta Pusat,Regional
212550003,GRADUATE 5 BRUSH SYN DETAIL SET,2,0.8366,0.7333,Jakarta Pusat,Regional
212550008,GRADUATE 5 BRUSH SYN FLTS & SHADERS SET,2,0.6194,0.8462,Jakarta Pusat,Regional
212551001,"306/2 LYRA-CARBON PENCIL,CHARCOAL,GREESE FREE",2,0.9183,0.6667,Jakarta Pusat,Regional
216921100,Simply AC G Taklon SkyFlow Brush Set 1pc,2,0.9710,0.6000,Jakarta Pusat,Regional
216941100,Simply Oil Bristle SkyFlow Brush Set 1pc,2,0.3712,0.9286,Jakarta Pusat,Regional
2324LAK,LYRA-TRIANGULAR 2B PENCIL UAN,2,0.5033,0.8889,Jakarta Utara,Regional
255700,GIOTTO STILNOVO ACQUARELL CARDBOARD 12 COLS,2,1.0000,0.5000,"Jakarta Pusat, Jakarta Utara",Regional
256500,GIOTTO STILNOVO CARDBOARD 12 COLS,2,0.8813,0.7000,Jakarta Pusat,Regional
256600,GIOTTO STILNOVO CARDBOARD 24 COLS,2,1.0000,0.5000,"Jakarta Pusat, Jakarta Utara",Regional
256700,GIOTTO STILNOVO CARDBOARD 36 COLS,2,0.5917,0.8571,Jakarta Pusat,Regional
26100,"GIOTTO ARTBRUSH SERIE 577 FLAT SET 00,02,04",2,0.4690,0.9000,Jakarta Utara,Regional
26200,"GIOTTO ARTBRUSH SERIE 577 FLAT SET 06,08,10",2,0.4138,0.9167,Jakarta Utara,Regional
27100,"GIOTTO ARTBRUSH SERIE 400 ROUND SET 03,04,05",2,0.4690,0.9000,Jakarta Utara,Regional
277100,"BOX 12 GIOTTO COLOR 3,0 TRIANGULAR ACQUARELL",2,0.7219,0.8000,Jakarta Timur,Regional
2821120,LYRA GROOVE SLIM COLOUR PENCIL 12 COLS,2,0.5436,0.8750,Jakarta Pusat,Regional
2821240,LYRA GROOVE SLIM COLOUR PENCIL 24 COLS,2,0.9887,0.5625,Jakarta Pusat,Regional
2881120,LYRA GRADUAET ACQUARELL METAL BOX 12 COLS,2,0.8113,0.7500,Jakarta Pusat,Regional
2881240,LYRA GRADUATE ACQUARELL METAL BOX 24 COLS,2,0.9183,0.6667,Jakarta Pusat,Regional
293000,GIOTTO OLIO JUMBO OIL PASTELS 12 COLS,2,0.9986,0.5217,Jakarta Pusat,Regional
293100,GIOTTO OLIO JUMBO OIL PASTELS 24 COLS,2,0.9284,0.6562,Jakarta Pusat,Regional
293200,GIOTTO OLIO JUMBO OIL PASTELS 48 COLS,2,0.9650,0.6098,Jakarta Pusat,Regional
293400,Giotto Oil pastel 12 Cols  - 11MM,2,1.0000,0.5000,"Jakarta Pusat, Jakarta Utara",Regional
293800,GIotto Oil Pastel 24 Cols  - 11 MM,2,0.3534,0.9333,Jakarta Pusat,Regional
294200,GIOTTO OLIO OIL PASTELS 50 COLS,2,0.7897,0.7632,Jakarta Pusat,Regional
301500,"GIOTTO POSTER PAINT 7.5 ML, 7 COLS",2,1.0000,0.5000,"Jakarta Pusat, Jakarta Utara",Regional
305100,"GIOTTO POSTER PAINT 12 ML, 22 COLS + BRUSH",2,0.5033,0.8889,Jakarta Timur,Regional
31250P030,CANSON GRADUATE MANGA A4,2,1.0000,0.5000,"Jakarta Timur, Jakarta Utara",Regional
342001,DAS IDEA MIX 100G YELLOW OCHRE,2,0.9852,0.5714,Jakarta Pusat,Regional
342002,DAS IDEA MIX 100g RED OCHRE,2,1.0000,0.5000,"Jakarta Pusat, Jakarta Timur",Regional
342003,DAS IDEA MIX 100g BLUE,2,0.8631,0.7143,Jakarta Pusat,Regional
342005,DAS IDEA MIX 100g BLACK,2,0.8113,0.7500,Jakarta Pusat,Regional
345000,DAS WOODEN CUTTERS MODELLING TOOL 2PCS,2,0.9183,0.6667,Jakarta Timur,Regional
346000,DAS METAL SPATULA MODELLING TOOLS 2PCS,2,0.7219,0.8000,Jakarta Utara,Regional
348000,DAS ROLLING PIN MODELLING TOOLS,2,0.9457,0.6364,Jakarta Utara,Regional
348700,DAS WOOD 350G,2,1.0000,0.5000,"Jakarta Pusat, Jakarta Utara",Regional
348800,DAS WOOD 700G,2,1.0000,0.5000,"Jakarta Pusat, Jakarta Utara",Regional
358000,GIOTTO POSTER PAINT 12 COLORS,2,0.4395,0.9091,Jakarta Pusat,Regional
3611060,970K06 LYRA-FERBY COLOUR PENCILS 6 COLOURS/SET,2,0.9710,0.6000,Jakarta Pusat,Regional
3621120,LYRA FERBY COLOR PENCIL CARD BOX 12PCS,2,0.4690,0.9000,Jakarta Pusat,Regional
3710500,"90500 LYRA-SUPER FERBY 4CLR:YLW,RED,BLUE,GREEN",2,0.6500,0.8333,Jakarta Timur,Regional
3721062,MAIMERI ACRILICO 75ML FLUORESCENT YELLOW,2,0.9710,0.6000,Jakarta Pusat,Regional
386100,TOOL TIP,2,0.9183,0.6667,Jakarta Pusat,Regional
386200,BOX 4 ENGRAVING POINTS,2,0.8813,0.7000,Jakarta Pusat,Regional
386400,PLATE FOR ENGRAVING MEDIUM,2,0.8113,0.7500,Jakarta Pusat,Regional
386500,PLATE FOR ENGRAVING LARGE,2,1.0000,0.5000,"Jakarta Pusat, Jakarta Utara",Regional
400030144,CANSON MI-TIENTES 30S 24X32 160G ASS. EARTH TONES,2,0.9383,0.6452,Jakarta Utara,Regional
400039141,CANSON XL KRAFT 60S A4 90G,2,0.3373,0.9375,Jakarta Timur,Regional
400039142,CANSON XL KRAFT 60S A4390G,2,0.8113,0.7500,Jakarta Timur,Regional
400060577,"CANSON ""C"" a GRAIN 30S A4 180G",2,0.5917,0.8571,Jakarta Timur,Regional
400060605,"CANSON ""C"" a GRAIN 30S A4 125G",2,0.9920,0.5526,Jakarta Utara,Regional
400078797,CANSON THE WALL 30S A4+ 220G,2,0.9183,0.6667,Jakarta Timur,Regional
400082832,"GIOTTO SCHOOLPAINT 250 ml., WHITE",2,0.3373,0.9375,Jakarta Timur,Regional
403040400,Smooth Heavyweight Pd A4 220g 25sh,2,0.9183,0.6667,Jakarta Utara,Regional
4040001,LYRA INDUSTRI MARKER WHITE,2,0.8113,0.7500,Jakarta Utara,Regional
4040007,LYRA INDUSTRI MARKER YELLOW,2,0.9183,0.6667,Jakarta Utara,Regional
4040013,LYRA INDUSTRI MARKER ORANGE,2,1.0000,0.5000,"Jakarta Pusat, Jakarta Utara",Regional
4040017,LYRA INDUSTRI MARKER RED,2,1.0000,0.5000,"Jakarta Pusat, Jakarta Utara",Regional
4040051,LYRA INDUSTRI MARKER BLUE,2,1.0000,0.5000,"Jakarta Pusat, Jakarta Utara",Regional
4040067,LYRA INDUSTRI MARKER GREEN,2,1.0000,0.5000,"Jakarta Pusat, Jakarta Utara",Regional
45330001011E,Bockingford HP White 12S 410x310mm 300G,2,1.0000,0.5000,"Jakarta Pusat, Jakarta Utara",Regional
45930001011M,Sndr Wtfrd HP+Blk Wht20S 510x360mm 300G,2,1.0000,0.5000,"Jakarta Pusat, Jakarta Utara",Regional
45930051011E,Sndr Wtfrd HP+Blk HWht20S 410x310mm 300G,2,0.9183,0.6667,Jakarta Pusat,Regional
46330001011E,Sndr Wtfrd CPBlk Wht20S 410x310mm 300G,2,1.0000,0.5000,"Jakarta Pusat, Jakarta Utara",Regional
46330001011M,Sndr Wtfrd CPBlk Wht20S 510x360mm 300G,2,0.9183,0.6667,Jakarta Utara,Regional
46330051011E,Sndr Wtfrd CPBlk HWht20S 410x310mm 300G,2,0.6500,0.8333,Jakarta Pusat,Regional
46630051011E,Sndr Wtfrd RGBlk HWht20S 410x310mm 300G,2,0.8113,0.7500,Jakarta Utara,Regional
47030001011E,Bckngfrd CPSpiral Wht12S 410x310mm 300G,2,1.0000,0.5000,"Jakarta Pusat, Jakarta Utara",Regional
496002,"GIOTTO DECOR TEXTILE, YELLOW",2,0.4262,0.9130,Jakarta Utara,Regional
496003,"GIOTTO DECOR TEXTILE, YELLOW FLUO",2,0.7642,0.7778,Jakarta Utara,Regional
496005,"GIOTTO DECOR TEXTILE, ORANGE FLUO",2,0.5746,0.8636,Jakarta Utara,Regional
496011,"GIOTTO DECOR TEXTILE, RED",2,0.8709,0.7083,Jakarta Utara,Regional
496016,"GIOTTO DECOR TEXTILE, BROWN",2,0.5917,0.8571,Jakarta Utara,Regional
496018,"GIOTTO DECOR TEXTILE, GREEN FLUO",2,0.6500,0.8333,Jakarta Utara,Regional
496020,"GIOTTO DECOR TEXTILE, GREEN",2,0.7425,0.7895,Jakarta Utara,Regional
496030,"GIOTTO DECOR TEXTILE, CYAN",2,0.7554,0.7826,Jakarta Utara,Regional
496032,"GIOTTO DECOR TEXTILE, ULTRAMARINE BLUE",2,0.9044,0.6800,Jakarta Utara,Regional
496035,"GIOTTO DECOR TEXTILE, VIOLET",2,0.6098,0.8500,Jakarta Utara,Regional
496036,"GIOTTO DECOR TEXTILE, BLACK",2,0.9996,0.5122,Jakarta Timur,Regional
5000100,2180 HB LYRA-REFILL TECHNO FINELINE 0.3 MM HB,2,1.0000,0.5000,"Jakarta Timur, Jakarta Utara",Regional
5000112,2180 2H LYRA-REFILL TECHNO FINELINE 0.3 MM 2H,2,0.9923,0.5517,Jakarta Timur,Regional
5001101,2181 B LYRA-REFILL TECHNO FINELINE 0.5MM B,2,0.5436,0.8750,Jakarta Utara,Regional
5001102,2181 2B LYRA-REFILL TECHNO FINELINE 0.5 MM 2B,2,0.9457,0.6364,Jakarta Utara,Regional
5001111,2181 H LYRA-REFILL TECHNO FINELINE 0.5 MM H,2,0.5436,0.8750,Jakarta Utara,Regional
5001112,2181 2H LYRA-REFILL TECHNO FINELINE 0.5 MM 2H,2,0.8905,0.6923,Jakarta Utara,Regional
5002102,2182 2B LYRA FINELINE 0.7MM 2B,2,0.9975,0.5294,Jakarta Utara,Regional
5003100,2183 HB LYRA-REFILL TECHNO FINELINE 0.9 MM HB,2,0.9457,0.6364,Jakarta Utara,Regional
5003102,2183 2B LYRA-REFILL TECHNO FINELINE 0.9 MM 2B,2,0.9957,0.5385,Jakarta Timur,Regional
501200,VERNIDAS 33 ML IN DISPLAY 12 PZ,2,1.0000,0.5000,"Jakarta Pusat, Jakarta Utara",Regional
510103,GIOTTO PATPLUME 350G BLUE,2,0.9710,0.6000,Jakarta Utara,Regional
510104,GIOTTO PATPLUME 350G GREEN,2,0.9183,0.6667,Jakarta Utara,Regional
510105,GIOTTO PATPLUME 350G BLACK,2,0.9710,0.6000,Jakarta Pusat,Regional
510106,GIOTTO PATPLUME 350G BROWN,2,0.8113,0.7500,Jakarta Utara,Regional
510107,GIOTTO PATPLUME 350G WHITE,2,1.0000,0.5000,"Jakarta Pusat, Jakarta Utara",Regional
510108,Simply Acrylic 75ml Sl Cream,2,0.9911,0.5556,Jakarta Utara,Regional
510109,GIOTTO PATPLUME 350G PINK,2,0.8113,0.7500,Jakarta Pusat,Regional
510110,GIOTTO PATPLUME 350G ORANGE,2,0.8631,0.7143,Jakarta Pusat,Regional
510111,GIOTTO PATPLUME 350G FLESH PINK,2,0.9183,0.6667,Jakarta Pusat,Regional
510112,GIOTTO PATPLUME 350G LIGHT BLUE,2,0.8113,0.7500,Jakarta Pusat,Regional
510113,GIOTTO PATPLUME 350G GREY,2,0.9710,0.6000,Jakarta Utara,Regional
510114,GIOTTO PATPLUME 350G VIOLET,2,0.9183,0.6667,Jakarta Utara,Regional
511900,GIOTTO PATPLUME 12 COLOR 150G,2,0.8113,0.7500,Jakarta Timur,Regional
512500,DAS VERNIDAS TRANSPARENT VARNISH 250ML,2,0.7219,0.8000,Jakarta Pusat,Regional
533800,"GIOTTO ACRYLIC PAINT BOTTLE 250 ML, GOLD",2,0.8238,0.7419,Jakarta Pusat,Regional
533900,"GIOTTO ACRYLIC PAINT BOTTLE 250 ML, SILVER",2,0.9963,0.5357,Jakarta Pusat,Regional
534010,"GIOTTO ACRYLIC PAINT BOTTLE 250 ML, MAGENTA",2,0.9587,0.6190,Jakarta Pusat,Regional
534028,"GIOTTO ACRYLIC PAINT BOTTLE 250 ML, BROWN",2,0.9911,0.5556,Jakarta Pusat,Regional
535100,GIOTTO ACRYLIC PAINT 8X250 ML,2,0.6500,0.8333,Jakarta Pusat,Regional
536100,GIOTTO MAXI BRUSH 20PCS IN POT,2,1.0000,0.5000,"Jakarta Timur, Jakarta Utara",Regional
538800,"GIOTTO BLACKBOARD CHALK BOX 100 PCS, WHITE",2,0.9236,0.6613,Jakarta Pusat,Regional
541300,GIOTTO COLLAGE TRANSPARENT GLUE 120 Gr,2,0.4138,0.9167,Jakarta Pusat,Regional
5550010,LYRA CHARCOAL THIN 15PCS/PACK,2,0.9710,0.6000,Jakarta Timur,Regional
5550020,LYRA CHARCOAL MEDIUM 15PCS/PACK,2,1.0000,0.5000,"Jakarta Timur, Jakarta Utara",Regional
5550021,LYRA CHARCOAL MEDIUM 25PCS/PACK,2,1.0000,0.5000,"Jakarta Timur, Jakarta Utara",Regional
5550030,LYRA CHARCOAL THICK 5PCS/PACK,2,0.7219,0.8000,Jakarta Timur,Regional
5550040,LYRA CHARCOAL CHUNKY 1PCS/PACK,2,0.6500,0.8333,Jakarta Utara,Regional
5630102,LYRA GRAPHITE CRAYON WATER SOLUBE 2B,2,0.7793,0.7692,Jakarta Pusat,Regional
5630106,LYRA GRAPHITE CRAYON WATER SOLUBE 6B,2,0.7793,0.7692,Jakarta Pusat,Regional
5630109,LYRA GRAPHITE CRAYON WATER SOLUBE 9B,2,0.7973,0.7586,Jakarta Pusat,Regional
5651120,LYRA POLYCRAYON ARTIST STICK SOFT /12 COLS,2,1.0000,0.5000,"Jakarta Pusat, Jakarta Utara",Regional
603201119,Fw Pearlescent 29.5ml Silverpearl,2,0.3228,0.9412,Jakarta Pusat,Regional
603201120,Fw Pearlescent 29.5ml Sundown Magenta,2,0.6500,0.8333,Jakarta Pusat,Regional
603201121,Fw Pearlescent 29.5ml Sun Orange,2,0.8113,0.7500,Jakarta Pusat,Regional
603201123,Fw Pearlescent 29.5ml Volcano Red,2,0.8113,0.7500,Jakarta Pusat,Regional
603201124,Fw Pearlescent 29.5ml Waterfall Green,2,0.5033,0.8889,Jakarta Pusat,Regional
603201125,Simply Acrylic 75ml Sl Gold,2,0.7793,0.7692,Jakarta Pusat,Regional
603201129,Fw Pearlescent 29.5ml Silver Moss,2,0.9710,0.6000,Jakarta Pusat,Regional
604301010,Calligraphy Ink 29.5ml Jet Black India,2,0.5436,0.8750,Jakarta Pusat,Regional
604301011,Calligraphy Ink 29.5ml Blue,2,0.3776,0.9268,Jakarta Pusat,Regional
604301013,Calligraphy Ink 29.5ml Burgundy,2,0.5159,0.8846,Jakarta Pusat,Regional
6520005,LYRA AQUA BRUSH DUO LEMON CADMIUM,2,0.5917,0.8571,Jakarta Utara,Regional
6520006,LYRA AQUA BRUSH DUO CHROME YELLOW LIGHT,2,0.5033,0.8889,Jakarta Utara,Regional
6520007,LYRA AQUA BRUSH DUO LEMON,2,0.6500,0.8333,Jakarta Utara,Regional
6520008,LYRA AQUA BRUSH DUO CANARY YELLOW,2,0.8113,0.7500,Jakarta Utara,Regional
6520010,LYRA AQUA BRUSH DUO PALE ORANGE,2,0.9183,0.6667,Jakarta Utara,Regional
6520011,LYRA AQUA BRUSH DUO ORANGE LIGHT,2,0.6500,0.8333,Jakarta Utara,Regional
6520012,LYRA AQUA BRUSH DUO PERMANENT ORANGE,2,0.6500,0.8333,Jakarta Utara,Regional
6520013,LYRA AQUA BRUSH DUO LIGHT ORANGE,2,0.4395,0.9091,Jakarta Utara,Regional
6520015,LYRA AQUA BRUSH DUO DARK ORANGE,2,0.5033,0.8889,Jakarta Utara,Regional
6520017,LYRA AQUA BRUSH DUO VERMILION,2,0.6500,0.8333,Jakarta Utara,Regional
6520020,LYRA AQUA BRUSH DUO PERMANENT RED,2,0.8113,0.7500,Jakarta Utara,Regional
6520021,LYRA AQUA BRUSH DUO PALE GER LAKE,2,0.8113,0.7500,Jakarta Utara,Regional
6520022,LYRA AQUA BRUSH DUO DEEP GER LAKE,2,0.6500,0.8333,Jakarta Utara,Regional
6520024,LYRA AQUA BRUSH DUO ROSE CARMINE,2,0.5033,0.8889,Jakarta Utara,Regional
6520027,LYRA AQUA BRUSH DUO LIGHT CARMINE,2,0.5917,0.8571,Jakarta Utara,Regional
6520028,LYRA AQUA BRUSH DUO PURPLE PINK,2,0.7219,0.8000,Jakarta Utara,Regional
6520029,LYRA AQUA BRUSH DUO PINK MADDER LAKE,2,0.7219,0.8000,Jakarta Utara,Regional
6520030,LYRA AQUA BRUSH DUO FLESH TINT DEEP,2,0.7219,0.8000,Jakarta Utara,Regional
6520031,LYRA AQUA BRUSH DUO FLESH TINT MEDIUM,2,0.8113,0.7500,Jakarta Utara,Regional
6520032,GIOTTO MINI WATERCOLOR 36COL 23mm,2,0.9710,0.6000,Jakarta Utara,Regional
6520033,LYRA AQUA BRUSH DUO BORDEAUX,2,0.6500,0.8333,Jakarta Utara,Regional
6520034,LYRA AQUA BRUSH DUO DEEP MAGENTA,2,0.8113,0.7500,Jakarta Utara,Regional
6520035,LYRA AQUA BRUSH DUO RED VIOLET,2,0.8113,0.7500,Jakarta Utara,Regional
6520037,LYRA AQUA BRUSH DUO BLUE VIOLET,2,0.8454,0.7273,Jakarta Utara,Regional
6520038,LYRA AQUA BRUSH DUO VIOLET,2,0.7219,0.8000,Jakarta Utara,Regional
6520039,LYRA AQUA BRUSH DUO LIGHT VIOLET,2,0.7219,0.8000,Jakarta Utara,Regional
6520041,LYRA AQUA BRUSH DUO DELFT BLUE,2,0.9183,0.6667,Jakarta Utara,Regional
6520044,LYRA AQUA BRUSH DUO LIGHT COBALT,2,0.5033,0.8889,Jakarta Utara,Regional
6520045,LYRA AQUA BRUSH DUO GLACIER BLUE,2,0.8113,0.7500,Jakarta Utara,Regional
6520046,LYRA AQUA BRUSH DUO SMALT BLUE,2,0.9183,0.6667,Jakarta Utara,Regional
6520047,LYRA AQUA BRUSH DUO LIGHT BLUE,2,0.7642,0.7778,Jakarta Utara,Regional
6520048,LYRA AQUA BRUSH DUO TRUE BLUE,2,0.9544,0.6250,Jakarta Utara,Regional
6520049,LYRA AQUA BRUSH DUO ORINTAL BLUE,2,0.6500,0.8333,Jakarta Utara,Regional
6520050,LYRA AQUA BRUSH DUO ULTRAMARINE DEEP,2,0.9183,0.6667,Jakarta Utara,Regional
6520051,LYRA AQUA BRUSH DUO PRUSSIAN BLUE,2,0.7219,0.8000,Jakarta Utara,Regional
6520052,LYRA AQUA BRUSH DUO COBALT BLUE GREENISH,2,0.7219,0.8000,Jakarta Utara,Regional
6520053,LYRA AQUA BRUSH DUO DEEP TURQUOISE,2,0.6500,0.8333,Jakarta Utara,Regional
6520054,LYRA AQUA BRUSH DUO LIGHT TURQUOISE,2,0.6500,0.8333,Jakarta Utara,Regional
6520056,LYRA AQUA BRUSH DUO BRILIANT GREEN,2,0.9183,0.6667,Jakarta Utara,Regional
6520058,LYRA AQUA BRUSH DUO MINERAL GREEN,2,0.5917,0.8571,Jakarta Utara,Regional
6520060,LYRA AQUA BRUSH DUO TURQUOISE GREEN,2,0.9183,0.6667,Jakarta Utara,Regional
6520061,LYRA AQUA BRUSH DUO VIRIDIAN,2,0.6500,0.8333,Jakarta Utara,Regional
6520062,LYRA AQUA BRUSH DUO FRENCH GREEN,2,0.6500,0.8333,Jakarta Utara,Regional
6520063,LYRA AQUA BRUSH DUO EMERALD GREEN,2,0.6500,0.8333,Jakarta Utara,Regional
6520066,LYRA AQUA BRUSH DUO AQUAMARINE,2,0.7219,0.8000,Jakarta Utara,Regional
6520068,LYRA AQUA BRUSH DUO MOSS GREEN,2,0.5033,0.8889,Jakarta Utara,Regional
6520071,LYRA AQUA BRUSH DUO LIGHT GREEN,2,0.9183,0.6667,Jakarta Utara,Regional
6520072,LYRA AQUA BRUSH DUO GREEN EARTH,2,0.6500,0.8333,Jakarta Utara,Regional
6520073,LYRA AQUA BRUSH DUO OLIVE GREEN,2,0.4690,0.9000,Jakarta Utara,Regional
6520074,LYRA AQUA BRUSH DUO SAP GREEN,2,0.7219,0.8000,Jakarta Utara,Regional
6520075,LYRA AQUA BRUSH DUO WARM GREY LIGHT,2,0.4690,0.9000,Jakarta Utara,Regional
6520076,LYRA AQUA BRUSH DUO VAN DYCK BROWN,2,0.6962,0.8125,Jakarta Utara,Regional
6520077,LYRA AQUA BRUSH DUO WARM GREY MEDIUM,2,1.0000,0.5000,"Jakarta Timur, Jakarta Utara",Regional
6520078,LYRA AQUA BRUSH DUO WARM GREY DEEP,2,0.8113,0.7500,Jakarta Utara,Regional
6520082,LYRA AQUA BRUSH DUO BROWN OCHER,2,0.9183,0.6667,Jakarta Utara,Regional
6520084,LYRA AQUA BRUSH DUO RAW SIENNA,2,0.9183,0.6667,Jakarta Utara,Regional
6520085,LYRA AQUA BRUSH DUO NAPLES YELLOW,2,0.5436,0.8750,Jakarta Utara,Regional
6520086,LYRA AQUA BRUSH DUO NAPLES YELLOW REDDISH,2,0.7219,0.8000,Jakarta Utara,Regional
6520087,LYRA AQUA BRUSH DUO BURNT OCHRE,2,0.6500,0.8333,Jakarta Utara,Regional
6520089,LYRA AQUA BRUSH DUO MARS RED,2,0.5436,0.8750,Jakarta Utara,Regional
6520091,LYRA AQUA BRUSH DUO POMPEJAN RED,2,0.5436,0.8750,Jakarta Utara,Regional
6520092,LYRA AQUA BRUSH DUO INDIAN RED,2,0.6500,0.8333,Jakarta Utara,Regional
6520093,LYRA AQUA BRUSH DUO BURNT CARMINE,2,0.7219,0.8000,Jakarta Utara,Regional
6520094,LYRA AQUA BRUSH DUO PURPLE,2,0.5917,0.8571,Jakarta Utara,Regional
6520095,LYRA AQUA BRUSH DUO COLD GREY LIGHT,2,0.7219,0.8000,Jakarta Utara,Regional
6520096,LYRA AQUA BRUSH DUO COLD GREY SILVER,2,0.6500,0.8333,Jakarta Utara,Regional
6520098,LYRA AQUA BRUSH DUO COLD GREY DEEP,2,0.6500,0.8333,Jakarta Utara,Regional
6520099,LYRA AQUA BRUSH DUO BLACK,2,0.5665,0.8667,Jakarta Utara,Regional
6520100,LYRA AQUA BRUSH DUO NEUTRAL GREY LIGHT,2,0.6500,0.8333,Jakarta Utara,Regional
6521240,LYRA AQUA BRUSH SET 24 COLS,2,0.9852,0.5714,Jakarta Pusat,Regional
6521360,LYRA AQUA BRUSH SET 36 COLS,2,0.6840,0.8182,Jakarta Timur,Regional
6751100,LYRA ARTPEN METAL BOX 10 PCS,2,0.9544,0.6250,Jakarta Pusat,Regional
6751200,LYRA ARTPEN METAL BOX 20 PCS,2,0.7219,0.8000,Jakarta Utara,Regional
6751500,LYRA ARTPEN METAL BOX 50 PCS,2,0.9183,0.6667,Jakarta Pusat,Regional
6771120,806076 LYRA MODELLING CLAY 500GR BROWN,2,1.0000,0.5000,"Jakarta Pusat, Jakarta Utara",Regional
6771240,LYRA GRADUATE FINELINER WALLET 24 PCS,2,1.0000,0.5000,"Jakarta Timur, Jakarta Utara",Regional
67900,"DAS TRIMMING TOOLS BASIC, BLISTER 4 PCS",2,0.5917,0.8571,Jakarta Pusat,Regional
68000,"DAS TRIMMING TOOLS PRO, BLISTER 4 PCS",2,0.8905,0.6923,Jakarta Utara,Regional
685100,GIOTTO  PLASTIROC WHITE 500G,2,1.0000,0.5000,"Jakarta Pusat, Jakarta Utara",Regional
685600,GIOTTO PLASTIROC TERRACOTA 1000G,2,1.0000,0.5000,"Jakarta Pusat, Jakarta Utara",Regional
688100,DAS PLASTER STRIPS,2,0.4855,0.8947,Jakarta Pusat,Regional
688300,DAS MOULDING PLASTER,2,0.6500,0.8333,Jakarta Pusat,Regional
7301230,9598 LYRA-TWIN-HOLE SHARPENER FOR FACE,2,0.6500,0.8333,Jakarta Pusat,Regional
7410200,3454 LYRA-ORLOW TECHNO ERASER 20PCS/BOX,2,0.6500,0.8333,Jakarta Utara,Regional
8720004,LYRA ACRYLIC VARNISH MAT 125ML,2,0.5917,0.8571,Jakarta Timur,Regional
C6671110A4,CANSON FINE FACE A4 C 110G 30 SHT,2,0.8113,0.7500,Jakarta Pusat,Regional
C6671110A5,CANSON FINE FACE A5 C 110G 30 SHT,2,0.8113,0.7500,Jakarta Pusat,Regional
C6671110A6,CANSON FINE FACE A6 C 110G 30 SHT,2,0.8113,0.7500,Jakarta Pusat,Regional
C6671200A4,CANSON FINE FACE A4 C 200G 20 SHT,2,0.8113,0.7500,Jakarta Pusat,Regional
C6671200A5,CANSON FINE FACE A5 C 200G 20 SHT,2,0.8113,0.7500,Jakarta Pusat,Regional
C6671200A6,CANSON FINE FACE A6 C 200G 20 SHT,2,0.8113,0.7500,Jakarta Pusat,Regional
M0916008,MAIMERI ACRILICO 75ML GLOW IN THE DARK,2,0.9183,0.6667,Jakarta Timur,Regional
M0916018,MAIMERI ACRILICO 75ML TITANIUM WHITE,2,0.9852,0.5714,Jakarta Pusat,Regional
M0916051,MAIMERI ACRILICO 75ML FLUORESCENT ORANGE,2,0.8113,0.7500,Jakarta Timur,Regional
M0916165,MAIMERI ACRILICO 75ML BORDEAUX,2,0.9710,0.6000,Jakarta Timur,Regional
M0916212,MAIMERI ACRILICO 75ML QUINACRIDONE ROSE,2,1.0000,0.5000,"Jakarta Pusat, Jakarta Timur",Regional
M0916213,MAIMERI ACRILICO 75ML PROVENCE ROSE,2,0.5917,0.8571,Jakarta Timur,Regional
M0916214,MAIMERI ACRILICO 75ML QUINACRIDONE ROSE LIGHT,2,1.0000,0.5000,"Jakarta Pusat, Jakarta Timur",Regional
M0916256,MAIMERI ACRILICO 75ML PRIMARY RED-MAGENTA,2,0.8113,0.7500,Jakarta Pusat,Regional
M0916405,MAIMERI ACRILICO 75ML KING'S BLUE LIGHT,2,0.5917,0.8571,Jakarta Timur,Regional
M0916409,MAIMERI ACRILICO 75ML GREEN BLUE,2,1.0000,0.5000,"Jakarta Pusat, Jakarta Timur",Regional
M0916475,MAIMERI ACRILICO 75ML BRONZE,2,0.5917,0.8571,Jakarta Timur,Regional
M0916537,MAIMERI ACRILICO 75ML CARBON BLACK,2,0.9852,0.5714,Jakarta Pusat,Regional
M0998190,MAIMERI ACRILICO PRIMARY SET 75 ML,2,0.9183,0.6667,Jakarta Timur,Regional
P3950AS012,PRI VTCH SYN SH ANG SHADR SZ 1/8IN,2,0.6500,0.8333,Jakarta Timur,Regional
P3950AS025,PRI VTCH SYN SH ANG SHADR SZ 1/4IN,2,0.9183,0.6667,Jakarta Timur,Regional
P3950AS050,PRI VTCH SYN SH ANG SHADR SZ 1/2IN,2,0.9710,0.6000,Jakarta Timur,Regional
P3950FB4,PRI VTCH SYN SH FILBERT SZ 4,2,0.9940,0.5455,Jakarta Pusat,Regional
P3950FN100,PRI VTCH SYN SH FAN SZ 10/0,2,0.9183,0.6667,Jakarta Pusat,Regional
P3950L100,PRI VTCH SYN SH LINER SZ 10/0,2,0.9710,0.6000,Jakarta Timur,Regional
P3950MFN200,PRI VTCH SYN SH MN FAN SZ 20/0,2,0.9183,0.6667,Jakarta Timur,Regional
P3950MR200,PRI VTCH SYN SH MN ROUND SZ 20/0,2,0.9544,0.6250,Jakarta Timur,Regional
